"ID","SongName","Performer","CivilDate","HebrewDate","Composer","Poet","MusicalAdapter","Others","PlaceOfPublication","NameOfPublisher"
"000230178","תיבת נח","דמארי שושנה, וילנסקי משה, תזמרת הד ארצי","","","וילנסקי משה","","","אלמגור דן","",""
"000230179","שושנת יעקב צהלה ושמחה","יערי שרה","","","נרדי נחום","","","אדמון ידידיה, קיפניס לוין","",""
"000230192","עגלה עם סוסה","ירקוני יפה","","","כהן אבשלום","","","כהן אבשלום","",""
"000230195","מזכרת להיות טוב","יצחקי ישראל, אושרוביץ משה","","","","","","ברושי אברהם","",""
"000230196","לדוד משה היתה חוה","יצחקי ישראל, אושרוביץ משה","","","","","","ברושי אברהם","",""
"000230197","יונתן הקטן רץ בבקר אל הגן","יערי שרה, רביעית אנדרה","","","","","","","",""
"000230199","זכרנו","סילברמינץ שמעון","","","","","סילברמינץ שמעון","","",""
"000230201","קן צפור","נרדי נעמה, נרדי נחום","","","נרדי נחום","","","ביאליק חיים נחמן","",""
"000230206","איך האב דיך ליב","גרוסמן אירוינג","","","יעקבס יעקב","","","אולשנצקי אלכסנדר","",""
"000230208","ראזשינקעס מיט מאנדלען","גולדשמיט רות","","","","","","גולדפדן אברהם","",""
"000230210","פאלעסטינע ביראבידזשאן","דזשיגאן שמעון, שומכר ישראל","","","גירק לא מזוהה","","","גאלדשטיין יוסף שמעון","",""
"000230211","אויף דער שיף קיין ארץ ישראל","דזשיגאן שמעון, שומכר ישראל","","","גירק לא מזוהה","","","אוברזנק לא מזוהה","",""
"000230212","הזמר השלום","פוסט הרי","","","פרשקו שמואל","","","מוהר יחיאל","",""
"000230213","שושנה","פוסט הרי","","","גרוסמן בוריס","","","טשרניחובסקי שאול","",""
"000230214","בא""א... אשר בחר בנו מכל העמים","שווארץ שלמה","","","שווארץ שלמה","","","","",""
"000230215","יראו עינינו וישמח לבנו","טאקר ריצ'רד, סקונדה שלום שמואל","","","","","סקונדה שלום שמואל","","",""
"000230216","יהי רצון... שתחדש עלינו את החדש","טאקר ריצ'רד, סקונדה שלום שמואל","","","","","סקונדה שלום שמואל","","",""
"000230217","וכל מאמינים שהוא אל אמונה","קרניאול אלתר יחיאל","","","","","קרניאול אלתר יחיאל","","",""
"000230225","הבו לבנים אין פנאי לעמד אף רגע","","","","עמירן עמנואל","","","","",""
"000230229","שפיל ציגיינער מיר דאס ליד לידל","פולד ליאו, לויפארטס גאי","","","פולד ליאו","","","פולד ליאו","",""
"000230231","כל נדרי","רוזנבלט יוסף","","","","","רוסוטו הנרי אלכסנדר","","",""
"000230232","אל מלא רחמים... המצא מנוחה נכונה","רוזנבלט יוסף","","","","","רוזנבלט יוסף","","",""
"000230233","אב הרחמים שוכן מרומים","גן משה","","","","","גן משה","","",""
"000230235","ולירושלים עירך ברחמים תשוב","רוזנבלט יוסף","","","","","רוזנבלט יוסף","","",""
"000230236","יקום פרקן","רוזנבלט יוסף","","","","","רוזנבלט יוסף","","",""
"000230237","אלו דברים שאין להם שעור","הרשמן מרדכי","","","","","רפפורט יעקב","","",""
"000230238","מתרצה ברחמים ומתפיס בתחנונים","הרשמן מרדכי","","","","","הרשמן מרדכי","","",""
"000230239","א פאסטעכל","הרשמן מרדכי","","","","","הרשמן מרדכי","","",""
"000230240","דער ייד אין בית-מדרש","הרשמן מרדכי","","","","","הרשמן מרדכי","","",""
"000230241","קול השם יחולל אילות","רוטשטין שלמה","","","","","רוטשטין שלמה","","",""
"000230242","אז בקול רעש","רוטשטין שלמה","","","","","רוטשטין שלמה","","",""
"000230243","שמע קולנו... השיבנו השם אליך","וולף ב.","","","","","וולף ב.","","",""
"000230244","רחמנא דעני לעניי ענינא","וולף ב.","","","","","וולף ב.","","",""
"000230245","מי שעשה נסים לאבותינו וגאל אותם","חגי ברלה","","","","","חגי ברלה","","",""
"000230246","בריך שמיה דמארי עלמא","חגי ברלה","","","","","חגי ברלה","","",""
"000230247","ומפני חטאינו גלינו מארצנו","לחמנוביץ מ.","","","","","לחמנוביץ מ.","","",""
"000230248","שים שלום טובה וברכה","רויטמן דוד","","","","","רויטמן דוד","","",""
"000230249","אל תשליכנו לעת זקנה ככלות כחנו","הרשמן מרדכי","","","","","הרשמן מרדכי","","",""
"000230250","שמע קולנו... השיבנו השם אליך","הרשמן מרדכי","","","","","הרשמן מרדכי","","",""
"000230251","תורה איז די בעסטע סחורה","הרשמן מרדכי","","","","","סקונדה שלום שמואל","","",""
"000230252","אבינו מלכנו אבינו אתה... חננו ועננו כי אין בנו מעשים","הרשמן מרדכי","","","","","סקונדה שלום שמואל","","",""
"000230253","יעלה ויבא","רוזנבלט יוסף","","","","","רוזנבלט יוסף","","",""
"000230254","הנני העני ממעש","רוזנבלט יוסף","","","","","רוזנבלט יוסף","","",""
"000230255","רצה עתירתם","רוזנבלט יוסף","","","","","רוזנבלט יוסף","","",""
"000230256","את צמח דוד","רוזנבלט יוסף","","","","","רוזנבלט יוסף","","",""
"000230271","די נבואה","רוזנבלט יוסף","","","פרלמוטר ארנולד, ווהל הרמן","","","הורביץ משה איש הלוי","",""
"000230273","לאל עורך דין לבוחן לבבות","רוזנבלט יוסף","","","","","רוזנבלט יוסף","","",""
"000230274","כבקרת רועה עדרו","רוזנבלט יוסף","","","","","רוזנבלט יוסף","","",""
"000230275","יהי רצון... שתחדש עלינו את החדש","רוזנבלט יוסף","","","","","רוזנבלט יוסף","","",""
"000230276","רם ונשא","רוזנבלט יוסף","","","","","רוזנבלט יוסף","","",""
"000230277","צור ישראל קומה","רוזנבלט יוסף","","","","","רוזנבלט יוסף","","",""
"000230278","דאס פינטעלע ייד","פולד ליאו, לויפארטס גאי","","","פרלמוטר ארנולד","","","גילרוד לואיס, ווהל הרמן, טומשבסקי בוריס","",""
"000230280","עקביא בן מהללאל","קוסביצקי משה, רומשינסקי יוסף מ.","","","אלטר ישראל, קוסביצקי משה, רומשינסקי יוסף מ.","","","","",""
"000230282","מזורקה","פרנקל פאול, הוברמן ברוניסלב","","","זרזיצקה לא מזוהה","","","","",""
"000230284","שמע קולנו... השיבנו השם אליך","קזלמן אהרן","","","","","קזלמן אהרן","","",""
"000230285","וואס געווען איז געווען און ניטא","סטרמר ס.","","","","","","מאירוביץ דוד","",""
"000230287","דער נאר","סטרמר ס.","","","","","","","",""
"000230288","ושמרו בני ישראל את השבת","סירוטה גרשון","","","","","סירוטה גרשון","","",""
"000230289","כן יאבדו כל אויביך","סירוטה גרשון","","","","","סירוטה גרשון","","",""
"000230290","ואף הוא היה מתכון כנגד המברכים","רוזנבלט יוסף, מלבסקי שמואל","","","","","רוזנבלט יוסף, מלבסקי שמואל","","",""
"000230291","אבינו מלכנו גלה כבוד מלכותך","רוזנבלט יוסף, מלבסקי שמואל","","","","","רוזנבלט יוסף, מלבסקי שמואל","","",""
"000230298","אחינו כל בית ישראל","קופפר שלמה","","","","","קופפר שלמה","","",""
"000230300","אמר אביי","לילית אולה, גודיק ו.","","","קון הנך","","","בראדערזאן משה","",""
"000230301","הויף כליזמרים","לילית אולה, גודיק ו.","","","","","","בראדערזאן משה","",""
"000230304","אחינו כל בית ישראל","קופפר שלמה","","","","","קופפר שלמה","","",""
"000230305","די קעכין","לילית אולה, גודיק ו.","","","קון הנך","","","בראדערזאן משה","",""
"000230306","ישמח משה... כי עבד נאמן","טורדיי סיגיזמונד, טורדיי תיה","","","","","רוסקין ינוט ס.","","",""
"000230308","א בריוועלע דער מאמען זאלסטו ניט פארזאמען","טורדיי סיגיזמונד, טורדיי תיה","","","","","רוסקין ינוט ס.","שמואלביץ שלמה","",""
"000230310","ראזשינקעס מיט מאנדלען","בורשטין ט.","","","","","","גולדפדן אברהם","",""
"000230311","אז משיח וועט קומען","בורשטין ט., בורשטין ד.","","","","","","","",""
"000230312","השם השם אל רחום וחנון","קופפר שלמה","","","","","קופפר שלמה","","",""
"000230313","בואי בשלום עטרת בעלה","קופפר שלמה","","","","","קופפר שלמה","","",""
"000230314","השם השם אל רחום וחנון","כצין מוריס","","","","","ברנשטיין א.","","",""
"000230315","ובנחה יאמר","כצין מוריס","","","","","כצין מוריס","","",""
"000230318","כל נדרי","קוורטין זבולון","","","","","קוורטין זבולון","","",""
"000230319","א שאלה ביי דעם רבין","פוסטל שמחה, Fostel Simcha","","","","","פוסטל שמחה","","",""
